,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
11404,Europe,Liechtenstein,Clothes,Offline,M,23-04-2015,869148004,07-05-2015,9064,109.28,35.84,990513.92,324853.76,665660.16
17604,Europe,Liechtenstein,Snacks,Online,M,23-04-2015,781773221,06-06-2015,2924,152.58,97.44,446143.92,284914.56,161229.36
18523,Europe,Liechtenstein,Fruits,Online,C,23-04-2015,825460612,26-04-2015,994,9.33,6.92,9274.02,6878.48,2395.54
31235,Europe,Liechtenstein,Fruits,Online,C,23-04-2015,825460612,26-04-2015,994,9.33,6.92,9274.02,6878.48,2395.54
36804,Europe,Liechtenstein,Clothes,Offline,M,23-04-2015,869148004,07-05-2015,9064,109.28,35.84,990513.92,324853.76,665660.16
1484,Europe,Lithuania,Vegetables,Offline,M,23-04-2015,540705287,11-06-2015,5565,154.06,90.93,857343.9,506025.45,351318.45
9828,Europe,Lithuania,Snacks,Online,H,23-04-2015,497017896,01-06-2015,7495,152.58,97.44,1143587.1,730312.8,413274.3
14460,Europe,Lithuania,Office Supplies,Online,L,23-04-2015,453330504,21-05-2015,9425,651.21,524.96,6137654.25,4947748.0,1189906.25
14613,Europe,Lithuania,Clothes,Offline,C,23-04-2015,584392678,02-05-2015,3635,109.28,35.84,397232.8,130278.4,266954.4
22516,Europe,Lithuania,Snacks,Online,H,23-04-2015,497017896,01-06-2015,7495,152.58,97.44,1143587.1,730312.8,413274.3
25549,Europe,Lithuania,Office Supplies,Online,L,23-04-2015,453330504,21-05-2015,9425,651.21,524.96,6137654.25,4947748.0,1189906.25
25702,Europe,Lithuania,Clothes,Offline,C,23-04-2015,584392678,02-05-2015,3635,109.28,35.84,397232.8,130278.4,266954.4
28341,Europe,Lithuania,Vegetables,Offline,M,23-04-2015,540705287,11-06-2015,5565,154.06,90.93,857343.9,506025.45,351318.45
35228,Europe,Lithuania,Snacks,Online,H,23-04-2015,497017896,01-06-2015,7495,152.58,97.44,1143587.1,730312.8,413274.3
10087,Europe,Luxembourg,Beverages,Offline,L,23-04-2015,212262570,26-05-2015,2066,47.45,31.79,98031.7,65678.14,32353.56
14573,Europe,Luxembourg,Office Supplies,Online,H,23-04-2015,168575179,16-05-2015,3996,651.21,524.96,2602235.16,2097740.16,504495.0
14990,Europe,Luxembourg,Vegetables,Offline,H,23-04-2015,255949962,06-06-2015,136,154.06,90.93,20952.16,12366.48,8585.68
22775,Europe,Luxembourg,Beverages,Offline,L,23-04-2015,212262570,26-05-2015,2066,47.45,31.79,98031.7,65678.14,32353.56
25662,Europe,Luxembourg,Office Supplies,Online,H,23-04-2015,168575179,16-05-2015,3996,651.21,524.96,2602235.16,2097740.16,504495.0
26079,Europe,Luxembourg,Vegetables,Offline,H,23-04-2015,255949962,06-06-2015,136,154.06,90.93,20952.16,12366.48,8585.68
35487,Europe,Luxembourg,Beverages,Offline,L,23-04-2015,212262570,26-05-2015,2066,47.45,31.79,98031.7,65678.14,32353.56
11106,Europe,Macedonia,Meat,Online,C,23-04-2015,783819854,11-05-2015,8568,421.89,364.69,3614753.52,3124663.92,490089.6
11236,Europe,Macedonia,Clothes,Offline,L,23-04-2015,299637353,27-04-2015,8206,109.28,35.84,896751.68,294103.04,602648.64
36506,Europe,Macedonia,Meat,Online,C,23-04-2015,783819854,11-05-2015,8568,421.89,364.69,3614753.52,3124663.92,490089.6
36636,Europe,Macedonia,Clothes,Offline,L,23-04-2015,299637353,27-04-2015,8206,109.28,35.84,896751.68,294103.04,602648.64
7438,Europe,Malta,Vegetables,Offline,C,23-04-2015,871194636,01-06-2015,4708,154.06,90.93,725314.48,428098.44,297216.04
9244,Europe,Malta,Snacks,Offline,M,23-04-2015,914882028,12-06-2015,2778,152.58,97.44,423867.24,270688.32,153178.92
13767,Europe,Malta,Beverages,Offline,M,23-04-2015,827507245,21-05-2015,6638,47.45,31.79,314973.1,211022.02,103951.08
19787,Europe,Malta,Vegetables,Offline,C,23-04-2015,871194636,01-06-2015,4708,154.06,90.93,725314.48,428098.44,297216.04
21932,Europe,Malta,Snacks,Offline,M,23-04-2015,914882028,12-06-2015,2778,152.58,97.44,423867.24,270688.32,153178.92
24856,Europe,Malta,Beverages,Offline,M,23-04-2015,827507245,21-05-2015,6638,47.45,31.79,314973.1,211022.02,103951.08
32499,Europe,Malta,Vegetables,Offline,C,23-04-2015,871194636,01-06-2015,4708,154.06,90.93,725314.48,428098.44,297216.04
34644,Europe,Malta,Snacks,Offline,M,23-04-2015,914882028,12-06-2015,2778,152.58,97.44,423867.24,270688.32,153178.92
990,Europe,Moldova ,Snacks,Online,H,23-04-2015,630126702,06-06-2015,7349,152.58,97.44,1121310.42,716086.56,405223.86
1991,Europe,Moldova ,Office Supplies,Offline,L,23-04-2015,586439311,27-05-2015,9279,651.21,524.96,6042577.59,4871103.84,1171473.75
12049,Europe,Moldova ,Meat,Offline,L,23-04-2015,499064528,05-05-2015,3139,421.89,364.69,1324312.71,1144761.91,179550.8
12813,Europe,Moldova ,Beverages,Offline,H,23-04-2015,542751920,16-05-2015,1209,47.45,31.79,57367.05,38434.11,18932.94
23138,Europe,Moldova ,Meat,Offline,L,23-04-2015,499064528,05-05-2015,3139,421.89,364.69,1324312.71,1144761.91,179550.8
23902,Europe,Moldova ,Beverages,Offline,H,23-04-2015,542751920,16-05-2015,1209,47.45,31.79,57367.05,38434.11,18932.94
27847,Europe,Moldova ,Snacks,Online,H,23-04-2015,630126702,06-06-2015,7349,152.58,97.44,1121310.42,716086.56,405223.86
28848,Europe,Moldova ,Office Supplies,Offline,L,23-04-2015,586439311,27-05-2015,9279,651.21,524.96,6042577.59,4871103.84,1171473.75
37449,Europe,Moldova ,Meat,Offline,L,23-04-2015,499064528,05-05-2015,3139,421.89,364.69,1324312.71,1144761.91,179550.8
38213,Europe,Moldova ,Beverages,Offline,H,23-04-2015,542751920,16-05-2015,1209,47.45,31.79,57367.05,38434.11,18932.94
7051,Europe,Monaco,Office Supplies,Offline,M,23-04-2015,301683986,22-05-2015,3850,651.21,524.96,2507158.5,2021096.0,486062.5
9426,Europe,Monaco,Meat,Offline,M,23-04-2015,214309203,30-04-2015,7710,421.89,364.69,3252771.9,2811759.9,441012.0
9561,Europe,Monaco,Snacks,Online,C,23-04-2015,345371377,01-06-2015,1920,152.58,97.44,292953.6,187084.8,105868.8
19400,Europe,Monaco,Office Supplies,Offline,M,23-04-2015,301683986,22-05-2015,3850,651.21,524.96,2507158.5,2021096.0,486062.5
22114,Europe,Monaco,Meat,Offline,M,23-04-2015,214309203,30-04-2015,7710,421.89,364.69,3252771.9,2811759.9,441012.0
22249,Europe,Monaco,Snacks,Online,C,23-04-2015,345371377,01-06-2015,1920,152.58,97.44,292953.6,187084.8,105868.8
26470,Europe,Monaco,Baby Food,Offline,C,23-04-2015,257996594,11-05-2015,5780,255.28,159.42,1475518.4,921447.6,554070.8
32112,Europe,Monaco,Office Supplies,Offline,M,23-04-2015,301683986,22-05-2015,3850,651.21,524.96,2507158.5,2021096.0,486062.5
34826,Europe,Monaco,Meat,Offline,M,23-04-2015,214309203,30-04-2015,7710,421.89,364.69,3252771.9,2811759.9,441012.0
34961,Europe,Monaco,Snacks,Online,C,23-04-2015,345371377,01-06-2015,1920,152.58,97.44,292953.6,187084.8,105868.8
11269,Europe,Montenegro,Personal Care,Offline,H,23-04-2015,829553878,25-04-2015,2282,81.73,56.67,186507.86,129320.94,57186.92
13262,Europe,Montenegro,Baby Food,Offline,L,23-04-2015,873241269,06-05-2015,352,255.28,159.42,89858.56,56115.84,33742.72
24351,Europe,Montenegro,Baby Food,Offline,L,23-04-2015,873241269,06-05-2015,352,255.28,159.42,89858.56,56115.84,33742.72
36669,Europe,Montenegro,Personal Care,Offline,H,23-04-2015,829553878,25-04-2015,2282,81.73,56.67,186507.86,129320.94,57186.92
11879,Europe,Netherlands,Beverages,Online,L,23-04-2015,960616052,27-05-2015,6492,47.45,31.79,308045.4,206380.68,101664.72
14197,Europe,Netherlands,Office Supplies,Online,H,23-04-2015,916928660,16-05-2015,8422,651.21,524.96,5484490.62,4421213.12,1063277.5
25286,Europe,Netherlands,Office Supplies,Online,H,23-04-2015,916928660,16-05-2015,8422,651.21,524.96,5484490.62,4421213.12,1063277.5
37279,Europe,Netherlands,Beverages,Online,L,23-04-2015,960616052,27-05-2015,6492,47.45,31.79,308045.4,206380.68,101664.72
285,Europe,Norway,Meat,Online,L,23-04-2015,632173335,11-05-2015,2993,421.89,364.69,1262716.77,1091517.17,171199.6
9456,Europe,Norway,Personal Care,Offline,L,23-04-2015,544798552,10-06-2015,6853,81.73,56.67,560095.69,388359.51,171736.18
14656,Europe,Norway,Baby Food,Offline,H,23-04-2015,588485944,30-04-2015,4923,255.28,159.42,1256743.44,784824.66,471918.78
22144,Europe,Norway,Personal Care,Offline,L,23-04-2015,544798552,10-06-2015,6853,81.73,56.67,560095.69,388359.51,171736.18
25745,Europe,Norway,Baby Food,Offline,H,23-04-2015,588485944,30-04-2015,4923,255.28,159.42,1256743.44,784824.66,471918.78
26702,Europe,Norway,Beverages,Online,H,23-04-2015,675860726,22-05-2015,1063,47.45,31.79,50439.35,33792.77,16646.58
27142,Europe,Norway,Meat,Online,L,23-04-2015,632173335,11-05-2015,2993,421.89,364.69,1262716.77,1091517.17,171199.6
34856,Europe,Norway,Personal Care,Offline,L,23-04-2015,544798552,10-06-2015,6853,81.73,56.67,560095.69,388359.51,171736.18
4500,Europe,Poland,Meat,Online,M,23-04-2015,347418010,06-05-2015,7564,421.89,364.69,3191175.96,2758515.16,432660.8
11412,Europe,Poland,Cereal,Online,C,23-04-2015,303730618,25-04-2015,9494,205.7,117.11,1952915.8,1111842.34,841073.46
12106,Europe,Poland,Personal Care,Offline,M,23-04-2015,260043227,05-06-2015,1425,81.73,56.67,116465.25,80754.75,35710.5
12721,Europe,Poland,Beverages,Online,C,23-04-2015,391105401,17-05-2015,5634,47.45,31.79,267333.3,179104.86,88228.44
16849,Europe,Poland,Meat,Online,M,23-04-2015,347418010,06-05-2015,7564,421.89,364.69,3191175.96,2758515.16,432660.8
23195,Europe,Poland,Personal Care,Offline,M,23-04-2015,260043227,05-06-2015,1425,81.73,56.67,116465.25,80754.75,35710.5
23810,Europe,Poland,Beverages,Online,C,23-04-2015,391105401,17-05-2015,5634,47.45,31.79,267333.3,179104.86,88228.44
36812,Europe,Poland,Cereal,Online,C,23-04-2015,303730618,25-04-2015,9494,205.7,117.11,1952915.8,1111842.34,841073.46
37506,Europe,Poland,Personal Care,Offline,M,23-04-2015,260043227,05-06-2015,1425,81.73,56.67,116465.25,80754.75,35710.5
38121,Europe,Poland,Beverages,Online,C,23-04-2015,391105401,17-05-2015,5634,47.45,31.79,267333.3,179104.86,88228.44
11226,Europe,Portugal,Personal Care,Offline,H,23-04-2015,875287902,30-05-2015,5996,81.73,56.67,490053.08,339793.32,150259.76
11603,Europe,Portugal,Cereal,Online,L,23-04-2015,918975293,10-06-2015,4066,205.7,117.11,836376.2,476169.26,360206.94
36626,Europe,Portugal,Personal Care,Offline,H,23-04-2015,875287902,30-05-2015,5996,81.73,56.67,490053.08,339793.32,150259.76
37003,Europe,Portugal,Cereal,Online,L,23-04-2015,918975293,10-06-2015,4066,205.7,117.11,836376.2,476169.26,360206.94
3269,Europe,Romania,Meat,Online,H,23-04-2015,962662684,01-05-2015,2136,421.89,364.69,901157.04,778977.84,122179.2
15618,Europe,Romania,Meat,Online,H,23-04-2015,962662684,01-05-2015,2136,421.89,364.69,901157.04,778977.84,122179.2
30126,Europe,Romania,Meat,Online,H,23-04-2015,962662684,01-05-2015,2136,421.89,364.69,901157.04,778977.84,122179.2
4311,Europe,Russia,Meat,Online,C,23-04-2015,677907359,26-04-2015,6707,421.89,364.69,2829616.23,2445975.83,383640.4
7504,Europe,Russia,Cereal,Online,M,23-04-2015,634219968,05-06-2015,8637,205.7,117.11,1776630.9,1011479.07,765151.83
14722,Europe,Russia,Household,Online,C,23-04-2015,590532577,25-05-2015,567,668.27,502.54,378909.09,284940.18,93968.91
16660,Europe,Russia,Meat,Online,C,23-04-2015,677907359,26-04-2015,6707,421.89,364.69,2829616.23,2445975.83,383640.4
19853,Europe,Russia,Cereal,Online,M,23-04-2015,634219968,05-06-2015,8637,205.7,117.11,1776630.9,1011479.07,765151.83
25811,Europe,Russia,Household,Online,C,23-04-2015,590532577,25-05-2015,567,668.27,502.54,378909.09,284940.18,93968.91
32565,Europe,Russia,Cereal,Online,M,23-04-2015,634219968,05-06-2015,8637,205.7,117.11,1776630.9,1011479.07,765151.83
6524,Europe,San Marino,Cereal,Online,H,23-04-2015,349464643,31-05-2015,3208,205.7,117.11,659885.6,375688.88,284196.72
14631,Europe,San Marino,Household,Online,L,23-04-2015,305777251,20-05-2015,5139,668.27,502.54,3434239.53,2582553.06,851686.47
18873,Europe,San Marino,Cereal,Online,H,23-04-2015,349464643,31-05-2015,3208,205.7,117.11,659885.6,375688.88,284196.72
25720,Europe,San Marino,Household,Online,L,23-04-2015,305777251,20-05-2015,5139,668.27,502.54,3434239.53,2582553.06,851686.47
26742,Europe,San Marino,Personal Care,Online,L,23-04-2015,393152034,10-06-2015,1278,81.73,56.67,104450.94,72424.26,32026.68
31585,Europe,San Marino,Cereal,Online,H,23-04-2015,349464643,31-05-2015,3208,205.7,117.11,659885.6,375688.88,284196.72
1016,Europe,Serbia,Cosmetics,Online,L,23-04-2015,964709317,26-05-2015,7780,437.2,263.33,3401416.0,2048707.4,1352708.6
3237,Europe,Serbia,Household,Online,H,23-04-2015,921021926,15-05-2015,9710,668.27,502.54,6488901.7,4879663.4,1609238.3
7107,Europe,Serbia,Fruits,Online,L,23-04-2015,877334535,04-05-2015,1640,9.33,6.92,15301.2,11348.8,3952.4
15586,Europe,Serbia,Household,Online,H,23-04-2015,921021926,15-05-2015,9710,668.27,502.54,6488901.7,4879663.4,1609238.3
19456,Europe,Serbia,Fruits,Online,L,23-04-2015,877334535,04-05-2015,1640,9.33,6.92,15301.2,11348.8,3952.4
27873,Europe,Serbia,Cosmetics,Online,L,23-04-2015,964709317,26-05-2015,7780,437.2,263.33,3401416.0,2048707.4,1352708.6
30094,Europe,Serbia,Household,Online,H,23-04-2015,921021926,15-05-2015,9710,668.27,502.54,6488901.7,4879663.4,1609238.3
32168,Europe,Serbia,Fruits,Online,L,23-04-2015,877334535,04-05-2015,1640,9.33,6.92,15301.2,11348.8,3952.4
4038,Europe,Slovakia,Fruits,Online,M,23-04-2015,592579209,29-04-2015,6211,9.33,6.92,57948.63,42980.12,14968.51
13581,Europe,Slovakia,Personal Care,Offline,H,23-04-2015,108396708,05-06-2015,5850,81.73,56.67,478120.5,331519.5,146601.0
16387,Europe,Slovakia,Fruits,Online,M,23-04-2015,592579209,29-04-2015,6211,9.33,6.92,57948.63,42980.12,14968.51
24670,Europe,Slovakia,Personal Care,Offline,H,23-04-2015,108396708,05-06-2015,5850,81.73,56.67,478120.5,331519.5,146601.0
3942,Europe,Slovenia,Clothes,Online,C,23-04-2015,636266601,10-05-2015,4281,109.28,35.84,467827.68,153431.04,314396.64
6229,Europe,Slovenia,Personal Care,Offline,C,23-04-2015,723641383,31-05-2015,421,81.73,56.67,34408.33,23858.07,10550.26
14624,Europe,Slovenia,Cosmetics,Online,M,23-04-2015,679953992,20-05-2015,2351,437.2,263.33,1027857.2,619088.83,408768.37
16291,Europe,Slovenia,Clothes,Online,C,23-04-2015,636266601,10-05-2015,4281,109.28,35.84,467827.68,153431.04,314396.64
18578,Europe,Slovenia,Personal Care,Offline,C,23-04-2015,723641383,31-05-2015,421,81.73,56.67,34408.33,23858.07,10550.26
25713,Europe,Slovenia,Cosmetics,Online,M,23-04-2015,679953992,20-05-2015,2351,437.2,263.33,1027857.2,619088.83,408768.37
31290,Europe,Slovenia,Personal Care,Offline,C,23-04-2015,723641383,31-05-2015,421,81.73,56.67,34408.33,23858.07,10550.26
1071,Europe,Spain,Household,Offline,L,23-04-2015,438886058,26-05-2015,4992,668.27,502.54,3336003.84,2508679.68,827324.16
7880,Europe,Spain,Cosmetics,Offline,H,23-04-2015,395198667,15-05-2015,6922,437.2,263.33,3026298.4,1822770.26,1203528.14
8872,Europe,Spain,Clothes,Online,L,23-04-2015,351511275,05-05-2015,8853,109.28,35.84,967455.84,317291.52,650164.32
14269,Europe,Spain,Vegetables,Online,H,23-04-2015,307823884,24-04-2015,783,154.06,90.93,120628.98,71198.19,49430.79
20568,Europe,Spain,Cosmetics,Offline,H,23-04-2015,395198667,15-05-2015,6922,437.2,263.33,3026298.4,1822770.26,1203528.14
21560,Europe,Spain,Clothes,Online,L,23-04-2015,351511275,05-05-2015,8853,109.28,35.84,967455.84,317291.52,650164.32
25358,Europe,Spain,Vegetables,Online,H,23-04-2015,307823884,24-04-2015,783,154.06,90.93,120628.98,71198.19,49430.79
27928,Europe,Spain,Household,Offline,L,23-04-2015,438886058,26-05-2015,4992,668.27,502.54,3336003.84,2508679.68,827324.16
33280,Europe,Spain,Cosmetics,Offline,H,23-04-2015,395198667,15-05-2015,6922,437.2,263.33,3026298.4,1822770.26,1203528.14
34272,Europe,Spain,Clothes,Online,L,23-04-2015,351511275,05-05-2015,8853,109.28,35.84,967455.84,317291.52,650164.32
4853,Europe,Sweden,Fruits,Offline,C,23-04-2015,110443341,10-05-2015,1494,9.33,6.92,13939.02,10338.48,3600.54
10479,Europe,Sweden,Clothes,Online,M,23-04-2015,966755950,29-04-2015,3424,109.28,35.84,374174.72,122716.16,251458.56
14112,Europe,Sweden,Vegetables,Online,C,23-04-2015,923068559,09-06-2015,5354,154.06,90.93,824837.24,486839.22,337998.02
17202,Europe,Sweden,Fruits,Offline,C,23-04-2015,110443341,10-05-2015,1494,9.33,6.92,13939.02,10338.48,3600.54
25201,Europe,Sweden,Vegetables,Online,C,23-04-2015,923068559,09-06-2015,5354,154.06,90.93,824837.24,486839.22,337998.02
35879,Europe,Sweden,Clothes,Online,M,23-04-2015,966755950,29-04-2015,3424,109.28,35.84,374174.72,122716.16,251458.56
6251,Europe,Switzerland,Household,Offline,M,23-04-2015,154130733,21-05-2015,9564,668.27,502.54,6391334.28,4806292.56,1585041.72
11377,Europe,Switzerland,Vegetables,Online,L,23-04-2015,638313233,04-06-2015,9925,154.06,90.93,1529045.5,902480.25,626565.25
18600,Europe,Switzerland,Household,Offline,M,23-04-2015,154130733,21-05-2015,9564,668.27,502.54,6391334.28,4806292.56,1585041.72
31312,Europe,Switzerland,Household,Offline,M,23-04-2015,154130733,21-05-2015,9564,668.27,502.54,6391334.28,4806292.56,1585041.72
36777,Europe,Switzerland,Vegetables,Online,L,23-04-2015,638313233,04-06-2015,9925,154.06,90.93,1529045.5,902480.25,626565.25
807,Europe,Ukraine,Snacks,Offline,H,23-04-2015,682000625,24-04-2015,7995,152.58,97.44,1219877.1,779032.8,440844.3
12755,Europe,Ukraine,Fruits,Offline,L,23-04-2015,725688016,05-05-2015,6065,9.33,6.92,56586.45,41969.8,14616.65
13638,Europe,Ukraine,Household,Offline,H,23-04-2015,769375407,16-05-2015,4135,668.27,502.54,2763296.45,2078002.9,685293.55
23844,Europe,Ukraine,Fruits,Offline,L,23-04-2015,725688016,05-05-2015,6065,9.33,6.92,56586.45,41969.8,14616.65
24727,Europe,Ukraine,Household,Offline,H,23-04-2015,769375407,16-05-2015,4135,668.27,502.54,2763296.45,2078002.9,685293.55
27664,Europe,Ukraine,Snacks,Offline,H,23-04-2015,682000625,24-04-2015,7995,152.58,97.44,1219877.1,779032.8,440844.3
38155,Europe,Ukraine,Fruits,Offline,L,23-04-2015,725688016,05-05-2015,6065,9.33,6.92,56586.45,41969.8,14616.65
3255,Europe,United Kingdom,Snacks,Offline,L,23-04-2015,397245299,09-06-2015,2567,152.58,97.44,391672.86,250128.48,141544.38
8322,Europe,United Kingdom,Fruits,Offline,H,23-04-2015,440932691,30-04-2015,637,9.33,6.92,5943.21,4408.04,1535.17
14089,Europe,United Kingdom,Office Supplies,Online,H,23-04-2015,353557908,29-05-2015,4497,651.21,524.96,2928491.37,2360745.12,567746.25
15604,Europe,United Kingdom,Snacks,Offline,L,23-04-2015,397245299,09-06-2015,2567,152.58,97.44,391672.86,250128.48,141544.38
21010,Europe,United Kingdom,Fruits,Offline,H,23-04-2015,440932691,30-04-2015,637,9.33,6.92,5943.21,4408.04,1535.17
25178,Europe,United Kingdom,Office Supplies,Online,H,23-04-2015,353557908,29-05-2015,4497,651.21,524.96,2928491.37,2360745.12,567746.25
26830,Europe,United Kingdom,Clothes,Offline,L,23-04-2015,484620082,10-05-2015,8706,109.28,35.84,951391.68,312023.04,639368.64
30112,Europe,United Kingdom,Snacks,Offline,L,23-04-2015,397245299,09-06-2015,2567,152.58,97.44,391672.86,250128.48,141544.38
33722,Europe,United Kingdom,Fruits,Offline,H,23-04-2015,440932691,30-04-2015,637,9.33,6.92,5943.21,4408.04,1535.17
4420,Europe,Vatican City,Clothes,Online,M,23-04-2015,199864757,05-05-2015,3278,109.28,35.84,358219.84,117483.52,240736.32
9813,Europe,Vatican City,Snacks,Offline,M,23-04-2015,112489974,04-06-2015,7138,152.58,97.44,1089116.04,695526.72,393589.32
14226,Europe,Vatican City,Office Supplies,Offline,C,23-04-2015,968802583,24-05-2015,9068,651.21,524.96,5905172.28,4760337.28,1144835.0
16769,Europe,Vatican City,Clothes,Online,M,23-04-2015,199864757,05-05-2015,3278,109.28,35.84,358219.84,117483.52,240736.32
22501,Europe,Vatican City,Snacks,Offline,M,23-04-2015,112489974,04-06-2015,7138,152.58,97.44,1089116.04,695526.72,393589.32
25315,Europe,Vatican City,Office Supplies,Offline,C,23-04-2015,968802583,24-05-2015,9068,651.21,524.96,5905172.28,4760337.28,1144835.0
26459,Europe,Vatican City,Vegetables,Offline,C,23-04-2015,156177365,24-04-2015,5208,154.06,90.93,802344.48,473563.44,328781.04
35213,Europe,Vatican City,Snacks,Offline,M,23-04-2015,112489974,04-06-2015,7138,152.58,97.44,1089116.04,695526.72,393589.32
1841,Europe,Albania,Meat,Online,L,24-04-2015,419994294,08-05-2015,4500,421.89,364.69,1898505.0,1641105.0,257400.0
4537,Europe,Albania,Beverages,Offline,H,24-04-2015,463681685,18-05-2015,2570,47.45,31.79,121946.5,81700.3,40246.2
16886,Europe,Albania,Beverages,Offline,H,24-04-2015,463681685,18-05-2015,2570,47.45,31.79,121946.5,81700.3,40246.2
28698,Europe,Albania,Meat,Online,L,24-04-2015,419994294,08-05-2015,4500,421.89,364.69,1898505.0,1641105.0,257400.0
518,Europe,Andorra,Cereal,Online,C,24-04-2015,991551578,12-06-2015,1001,205.7,117.11,205905.7,117227.11,88678.59
4193,Europe,Andorra,Meat,Online,M,24-04-2015,135238969,02-05-2015,9071,421.89,364.69,3826964.19,3308102.99,518861.2
5031,Europe,Andorra,Household,Online,M,24-04-2015,947864186,01-06-2015,2931,668.27,502.54,1958699.37,1472944.74,485754.63
8397,Europe,Andorra,Baby Food,Offline,C,24-04-2015,178926360,13-05-2015,7141,255.28,159.42,1822954.48,1138418.22,684536.26
16542,Europe,Andorra,Meat,Online,M,24-04-2015,135238969,02-05-2015,9071,421.89,364.69,3826964.19,3308102.99,518861.2
17380,Europe,Andorra,Household,Online,M,24-04-2015,947864186,01-06-2015,2931,668.27,502.54,1958699.37,1472944.74,485754.63
21085,Europe,Andorra,Baby Food,Offline,C,24-04-2015,178926360,13-05-2015,7141,255.28,159.42,1822954.48,1138418.22,684536.26
27375,Europe,Andorra,Cereal,Online,C,24-04-2015,991551578,12-06-2015,1001,205.7,117.11,205905.7,117227.11,88678.59
33797,Europe,Andorra,Baby Food,Offline,C,24-04-2015,178926360,13-05-2015,7141,255.28,159.42,1822954.48,1138418.22,684536.26
1236,Europe,Armenia,Baby Food,Offline,L,24-04-2015,794171035,08-05-2015,1712,255.28,159.42,437039.36,272927.04,164112.32
3977,Europe,Armenia,Personal Care,Offline,H,24-04-2015,750483644,27-04-2015,3642,81.73,56.67,297660.66,206392.14,91268.52
12631,Europe,Armenia,Cereal,Online,L,24-04-2015,706796252,07-06-2015,5572,205.7,117.11,1146160.4,652536.92,493623.48
15235,Europe,Armenia,Household,Online,H,24-04-2015,663108861,27-05-2015,7503,668.27,502.54,5014029.81,3770557.62,1243472.19
16326,Europe,Armenia,Personal Care,Offline,H,24-04-2015,750483644,27-04-2015,3642,81.73,56.67,297660.66,206392.14,91268.52
23720,Europe,Armenia,Cereal,Online,L,24-04-2015,706796252,07-06-2015,5572,205.7,117.11,1146160.4,652536.92,493623.48
26324,Europe,Armenia,Household,Online,H,24-04-2015,663108861,27-05-2015,7503,668.27,502.54,5014029.81,3770557.62,1243472.19
28093,Europe,Armenia,Baby Food,Offline,L,24-04-2015,794171035,08-05-2015,1712,255.28,159.42,437039.36,272927.04,164112.32
38031,Europe,Armenia,Cereal,Online,L,24-04-2015,706796252,07-06-2015,5572,205.7,117.11,1146160.4,652536.92,493623.48
1314,Europe,Austria,Household,Online,C,24-04-2015,378353536,22-05-2015,2074,668.27,502.54,1385991.98,1042267.96,343724.02
8927,Europe,Austria,Personal Care,Offline,C,24-04-2015,465728318,12-06-2015,8214,81.73,56.67,671330.22,465487.38,205842.84
20112,Europe,Austria,Cereal,Offline,M,24-04-2015,422040927,01-06-2015,144,205.7,117.11,29620.8,16863.84,12756.96
21615,Europe,Austria,Personal Care,Offline,C,24-04-2015,465728318,12-06-2015,8214,81.73,56.67,671330.22,465487.38,205842.84
28171,Europe,Austria,Household,Online,C,24-04-2015,378353536,22-05-2015,2074,668.27,502.54,1385991.98,1042267.96,343724.02
32824,Europe,Austria,Cereal,Offline,M,24-04-2015,422040927,01-06-2015,144,205.7,117.11,29620.8,16863.84,12756.96
34327,Europe,Austria,Personal Care,Offline,C,24-04-2015,465728318,12-06-2015,8214,81.73,56.67,671330.22,465487.38,205842.84
2577,Europe,Belarus,Household,Online,M,24-04-2015,993598210,17-05-2015,6645,668.27,502.54,4440654.15,3339378.3,1101275.85
6143,Europe,Belarus,Baby Food,Offline,M,24-04-2015,509415709,03-05-2015,6284,255.28,159.42,1604179.52,1001795.28,602384.24
18492,Europe,Belarus,Baby Food,Offline,M,24-04-2015,509415709,03-05-2015,6284,255.28,159.42,1604179.52,1001795.28,602384.24
29434,Europe,Belarus,Household,Online,M,24-04-2015,993598210,17-05-2015,6645,668.27,502.54,4440654.15,3339378.3,1101275.85
31204,Europe,Belarus,Baby Food,Offline,M,24-04-2015,509415709,03-05-2015,6284,255.28,159.42,1604179.52,1001795.28,602384.24
8697,Europe,Belgium,Cosmetics,Offline,C,24-04-2015,137285602,27-05-2015,4715,437.2,263.33,2061398.0,1241600.95,819797.05
11556,Europe,Belgium,Personal Care,Offline,M,24-04-2015,180972993,07-06-2015,2785,81.73,56.67,227618.05,157825.95,69792.1
15289,Europe,Belgium,Baby Food,Offline,C,24-04-2015,224660384,28-04-2015,855,255.28,159.42,218264.4,136304.1,81960.3
21385,Europe,Belgium,Cosmetics,Offline,C,24-04-2015,137285602,27-05-2015,4715,437.2,263.33,2061398.0,1241600.95,819797.05
26378,Europe,Belgium,Baby Food,Offline,C,24-04-2015,224660384,28-04-2015,855,255.28,159.42,218264.4,136304.1,81960.3
34097,Europe,Belgium,Cosmetics,Offline,C,24-04-2015,137285602,27-05-2015,4715,437.2,263.33,2061398.0,1241600.95,819797.05
36956,Europe,Belgium,Personal Care,Offline,M,24-04-2015,180972993,07-06-2015,2785,81.73,56.67,227618.05,157825.95,69792.1
3855,Europe,Bosnia and Herzegovina,Personal Care,Offline,H,24-04-2015,796217668,02-06-2015,7356,81.73,56.67,601205.88,416864.52,184341.36
